6594|Gilder, William H. (William Henry)
32992|Sharp, Evelyn
15306|Begbie, Harold
13486|Morris, William
17290|Monnier, Marc
953|Appleton, Victor
40205|Abbott, Jacob
16823|Evans, Caradoc
19120|Carson, James, Captain
12357|Parrish, Randall
16714|Cody, H. A. (Hiram Alfred)
20845|Various
30108|Howells, William Dean
32731|Partridge, Bellamy
2372|Lincoln, Joseph Crosby
18380|Marcosson, Isaac Frederick
37277|Coulton, G. G. (George Gordon)
17754|Walker, William Sidney
30651|Walton, William
6340|Leacock, Stephen
41779|Phillpotts, Eden
22035|Richards, John N.
48251|Carter, Herbert, active 1909-1917
33313|Andrews, Charles McLean
32620|De la Mare, Walter
8228|Anonymous
35554|Pratt, Parley P. (Parley Parker)
39295|Weyman, Stanley John
25632|Waters, Clara Erskine Clement
51|Montgomery, L. M. (Lucy Maud)
5977|Alger, Horatio, Jr.
32728|Froude, James Anthony
38004|Johnston, Richard F.
16217|Black, William
43224|Various
54497|Gregory, James N. (James Noble)
47017|Various
9858|Hurst, Fannie
29991|Goldfrap, John Henry
13534|Carlyle, Thomas
20860|Roscoe, William
15357|Pinero, Arthur Wing
35693|De Fontaine, F. G. (Felix Gregory)
35773|Guild, C. S. (Caroline Snowden)
23571|Neville, Kris
33802|Sue, Eugène
1436|Lobo, Jerónimo
23059|Doyle, Arthur Conan
5677|Sinclair, Upton
20442|Shoemaker, Henry W.
33362|Appleton, Samuel
32721|Beverley, Robert
35370|Fenn, George Manville
26744|Taylor, James Hudson
40121|Dawson, John William, Sir
33700|Schirmacher, Käthe
42597|Dowling, Richard
30094|Chapman, Allen
37244|King, Charles
8706|unknown
40332|Cleland, Robert
14102|Various
15492|Ibsen, Henrik
45483|Mangasarian, M. M. (Mangasar Mugurditch)
25759|Vasari, Giorgio
39642|Younghusband, Francis Edward, Sir
19052|O'Neill, Elizabeth (Elizabeth Speakman)
10730|Various
31598|Goodwin, Harold L. (Harold Leland)
43230|Snell, Roy J. (Roy Judson)
36032|Foster, William Z.
5150|Reeve, Arthur B. (Arthur Benjamin)
22496|Marryat, Frederick
37521|Anonymous
5240|Lever, Charles James
25409|France, Anatole
